,Comments,Domain,SUB-DOMAIN,SENTIMENT
667,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,SUPPORT,Social affinity/ support,negative
668,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,SUPPORT,Library,negative
669,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,SUPPORT,Leanring resources,negative
670,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
671,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,ASSESSMENT,Marking,negative
672,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,COURSE/UNIT DESIGN,Structure and expectations,negative
673,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,COURSE/UNIT DESIGN,Practical-theory links,negative
674,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,COURSE/UNIT DESIGN,Methods of learning and teaching,negative
675,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,ASSESSMENT,Relevance,negative
676,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,ASSESSMENT,Standards,negative
677,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,ASSESSMENT,Feedback/ return,negative
678,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,COURSE/UNIT DESIGN,Flexibility/ responsiveness,negative
679,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,ASSESSMENT,Expectations,negative
680,The sequencing of the assignments being in 3 parts is OK however an improvement would be if they where more cohesive as a related collection of work that resulted in a larger piece of assessment broken down and submitted at 3 points. Also given some of the online comments from students with limited exposure to schools offering sample programs for analysis in the assignments might work to support those students and also to use as samples for online discussion so that those newer to the course can read feedback from those further progressed.,SUPPORT,Infrastructure/ environment,negative
681,The text book is very hard to follow and the closed book exam need to be review,ASSESSMENT,Expectations,negative
682,The text book is very hard to follow and the closed book exam need to be review,ASSESSMENT,Feedback/ return,negative
683,The text book is very hard to follow and the closed book exam need to be review,ASSESSMENT,Marking,negative
684,The text book is very hard to follow and the closed book exam need to be review,ASSESSMENT,Relevance,negative
685,The text book is very hard to follow and the closed book exam need to be review,ASSESSMENT,Standards,negative
686,The two unit research methods topics in weeks 9 and 10 were esoteric and seemed out of place with the rest of the subject matter in the unit. They might have been better suited for inclusion in an accounting unit.,COURSE/UNIT DESIGN,Methods of learning and teaching,positive
687,The two unit research methods topics in weeks 9 and 10 were esoteric and seemed out of place with the rest of the subject matter in the unit. They might have been better suited for inclusion in an accounting unit.,COURSE/UNIT DESIGN,Practical-theory links,positive
688,The two unit research methods topics in weeks 9 and 10 were esoteric and seemed out of place with the rest of the subject matter in the unit. They might have been better suited for inclusion in an accounting unit.,COURSE/UNIT DESIGN,Structure and expectations,positive
689,The two unit research methods topics in weeks 9 and 10 were esoteric and seemed out of place with the rest of the subject matter in the unit. They might have been better suited for inclusion in an accounting unit.,COURSE/UNIT DESIGN,Flexibility/ responsiveness,positive
690,The two unit research methods topics in weeks 9 and 10 were esoteric and seemed out of place with the rest of the subject matter in the unit. They might have been better suited for inclusion in an accounting unit.,COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
691,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",OUTCOMES,Work application/ career,positive
692,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",COURSE/UNIT DESIGN,Methods of learning and teaching,positive
693,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",COURSE/UNIT DESIGN,Practical-theory links,positive
694,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
695,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",OUTCOMES,Interpersonal,positive
696,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",OUTCOMES,Knowledge & Skills,positive
697,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",OUTCOMES,Personal,positive
698,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",COURSE/UNIT DESIGN,Structure and expectations,positive
699,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",OUTCOMES,Intellectual,positive
700,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,positive
701,"There was a LOT of content we were expected to know and in depth. When students have tried to gain clarification around the depth we needed, not a lot of guidance was supplied. The ILO's were clear - but it would help to have more clarity around the depth of knowledge required to succeed in the online tests and to understand all material.",OUTCOMES,Further Learning,positive
702,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",STAFF,Teaching skills,positive
703,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,positive
704,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",SUPPORT,Leanring resources,positive
705,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",STAFF,Accessibility and responsiveness,positive
706,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",COURSE/UNIT DESIGN,Methods of learning and teaching,positive
707,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",COURSE/UNIT DESIGN,Practical-theory links,positive
708,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",STAFF,Practical experience (current),positive
709,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",COURSE/UNIT DESIGN,Structure and expectations,positive
710,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",STAFF,Quality and attitude,positive
711,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",SUPPORT,Student services,positive
712,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",SUPPORT,Student administration,positive
713,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",SUPPORT,Social affinity/ support,positive
714,"This unit follows many others with sound problems on recorded lectures. In this case it was mainly early in the Trimester, however Deakin really needs to invest in a reliable microphone and recording system for lectures to prevent echoing and sound cutting in and out depending on the lecturer's position and stance relative to the recording device.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
715,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",ASSESSMENT,Marking,negative
716,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",OUTCOMES,Work application/ career,negative
717,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",OUTCOMES,Personal,negative
718,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",OUTCOMES,Knowledge & Skills,negative
719,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",OUTCOMES,Intellectual,negative
720,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",COURSE/UNIT DESIGN,Structure and expectations,negative
721,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",ASSESSMENT,Feedback/ return,negative
722,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",COURSE/UNIT DESIGN,Practical-theory links,negative
723,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",COURSE/UNIT DESIGN,Methods of learning and teaching,negative
724,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",ASSESSMENT,Standards,negative
725,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",OUTCOMES,Interpersonal,negative
726,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
727,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",ASSESSMENT,Relevance,negative
728,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",OUTCOMES,Further Learning,negative
729,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,negative
730,"This unit would be improved by some active involvement by the unit chair.  Blackboard collaborate could have been used to provide lectures/guidance on how to proceed through the assessments.  This would have been particularly useful for the unit portfolio task as it was very difficult to determine what was required, what the ""word equivalent"" means for a predominately written task.  The unit portfolio work was unfortunately poorly designed having far too many components to constitute a useful learning experience.  Focus in the future should be more concise and targeted on core skills.",ASSESSMENT,Expectations,negative
731,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",SUPPORT,Student administration,negative
732,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",ASSESSMENT,Feedback/ return,negative
733,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",ASSESSMENT,Marking,negative
734,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",ASSESSMENT,Relevance,negative
735,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",ASSESSMENT,Standards,negative
736,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",OUTCOMES,Interpersonal,negative
737,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",OUTCOMES,Knowledge & Skills,negative
738,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",OUTCOMES,Personal,negative
739,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",OUTCOMES,Work application/ career,negative
740,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",COURSE/UNIT DESIGN,Methods of learning and teaching,negative
741,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",COURSE/UNIT DESIGN,Practical-theory links,negative
742,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",COURSE/UNIT DESIGN,Structure and expectations,negative
743,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",SUPPORT,Leanring resources,negative
744,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",SUPPORT,Social affinity/ support,negative
745,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",SUPPORT,Student services,negative
746,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",ASSESSMENT,Expectations,negative
747,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",OUTCOMES,Further Learning,negative
748,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
749,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",SUPPORT,Infrastructure/ environment,negative
750,"This was my first online 'cloud unit so I don't have anything to compare it to. My main frustration was that as I am a part time student and have limited in school prac experience, I found Part 2 of Assignment 1 very difficult and in turn it brought my overall mark for this assignment down considerably.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,negative
751,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",SUPPORT,Student services,negative
752,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",SUPPORT,Student administration,negative
753,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",SUPPORT,Social affinity/ support,negative
754,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",SUPPORT,Library,negative
755,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",SUPPORT,Leanring resources,negative
756,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",COURSE/UNIT DESIGN,Structure and expectations,negative
757,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
758,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",COURSE/UNIT DESIGN,Practical-theory links,negative
759,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",ASSESSMENT,Standards,negative
760,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",ASSESSMENT,Relevance,negative
761,"Thor frequently absent from the discussions.I feel like every time I ask Thor anything she is defensive rather than helpful, just excuses. 2nd assignment an editing task more than anything. Pointless in a crowded masters course. Poor access to slides. A raw deal for clouders. A list of readings, a few comments on discussions is not value in any sense. Would love to see campus and cloud results and drop out rates compared transparently. More expected in answers than was room for. Ass1 returned too late to use for Ass2 . Modules open late, too much wasted time, give everything from day 1, inc Ass2",ASSESSMENT,Marking,negative
